"filename", "language", "Python", "pip requirements", "Properties", "HTML", "JavaScript", "XML", "Markdown", "PostCSS", "reStructuredText", "Batch", "PowerShell", "comment", "blank", "total"
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\ImageStat.py", "Python", -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -21, -161
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\ImageTk.py", "Python", -115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -112, -40, -267
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\ImageTransform.py", "Python", -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -85, -24, -137
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\ImageWin.py", "Python", -115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -33, -248
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\ImtImagePlugin.py", "Python", -55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -22, -104
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\IptcImagePlugin.py", "Python", -151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -48, -51, -250
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\Jpeg2KImagePlugin.py", "Python", -331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -67, -443
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\JpegImagePlugin.py", "Python", -652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -144, -110, -906
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\JpegPresets.py", "Python", -174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -66, -3, -243
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\McIdasImagePlugin.py", "Python", -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -20, -81
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\MicImagePlugin.py", "Python", -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -27, -103
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\MpegImagePlugin.py", "Python", -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -23, -89
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\MpoImagePlugin.py", "Python", -125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -41, -30, -196
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\MspImagePlugin.py", "Python", -91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, -39, -201
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PSDraw.py", "Python", -131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -21, -238
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PaletteFile.py", "Python", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -13, -55
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PalmImagePlugin.py", "Python", -148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -37, -218
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PcdImagePlugin.py", "Python", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -15, -65
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PcfFontFile.py", "Python", -159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, -62, -255
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PcxImagePlugin.py", "Python", -131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -53, -46, -230
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PdfImagePlugin.py", "Python", -211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, -47, -312
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PdfParser.py", "Python", -955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -95, -1075
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PixarImagePlugin.py", "Python", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -20, -73
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PngImagePlugin.py", "Python", -1098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -224, -227, -1549
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PpmImagePlugin.py", "Python", -265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, -61, -376
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\PsdImagePlugin.py", "Python", -213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -70, -334
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\QoiImagePlugin.py", "Python", -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -22, -116
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\SgiImagePlugin.py", "Python", -148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -49, -248
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\SpiderImagePlugin.py", "Python", -210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -61, -61, -332
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\SunImagePlugin.py", "Python", -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -53, -28, -146
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\TarIO.py", "Python", -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -14, -62
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\TgaImagePlugin.py", "Python", -180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -48, -265
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\TiffImagePlugin.py", "Python", -1637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -387, -315, -2339
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\TiffTags.py", "Python", -424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107, -32, -563
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\WalImageFile.py", "Python", -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -15, -128
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\WebPImagePlugin.py", "Python", -236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -58, -321
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\WmfImagePlugin.py", "Python", -99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -44, -187
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\XVThumbImagePlugin.py", "Python", -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -21, -84
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\XbmImagePlugin.py", "Python", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -28, -99
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\XpmImagePlugin.py", "Python", -64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -33, -126
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\__init__.py", "Python", -55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -9, -88
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\__main__.py", "Python", -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -8
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_avif.pyi", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_binary.py", "Python", -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -32, -113
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_deprecate.py", "Python", -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -10, -72
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imaging.pyi", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -32
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imagingcms.pyi", "Python", -134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -144
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imagingft.pyi", "Python", -66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -70
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imagingmath.pyi", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imagingmorph.pyi", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_imagingtk.pyi", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_tkinter_finder.py", "Python", -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -6, -21
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_typing.py", "Python", -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -55
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_util.py", "Python", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -9, -27
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_version.py", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -5
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\_webp.pyi", "Python", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\features.py", "Python", -225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -76, -61, -362
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PIL\report.py", "Python", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -6
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\PyJWT-2.9.0.dist-info\AUTHORS.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, 0, -3, -8
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\_distutils_hack\__init__.py", "Python", -127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, -50, -223
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\_distutils_hack\override.py", "Python", -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\__init__.py", "Python", -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\compatibility.py", "Python", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -10, -49
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\current_thread_executor.py", "Python", -75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -14, -116
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\local.py", "Python", -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -19, -129
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\server.py", "Python", -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -64, -17, -158
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\sync.py", "Python", -412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -129, -73, -614
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\testing.py", "Python", -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -28, -11, -104
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\timeout.py", "Python", -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -19, -119
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\typing.py", "Python", -211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -68, -279
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\asgiref\wsgi.py", "Python", -112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -15, -167
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\apps.py", "Python", -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -16
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\checks.py", "Python", -151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -23, -179
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\conf.py", "Python", -53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -18, -74
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\defaults.py", "Python", -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -22
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\middleware.py", "Python", -132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -30, -170
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\corsheaders\signals.py", "Python", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -3, -9
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\__init__.py", "Python", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -25
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\__main__.py", "Python", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -3, -11
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\apps\__init__.py", "Python", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\apps\config.py", "Python", -163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, -32, -275
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\apps\registry.py", "Python", -209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -174, -55, -438
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\__init__.py", "Python", -167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -46, -273
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\global_settings.py", "Python", -296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -257, -117, -670
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\__init__.py", "Python", -620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -2, -630
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ar\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ar\formats.py", "Python", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -2, -22
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ar_DZ\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ar_DZ\formats.py", "Python", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -30
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\az\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\az\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -31
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bg\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bg\formats.py", "Python", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -2, -22
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bn\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bn\formats.py", "Python", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -2, -33
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\bs\formats.py", "Python", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -2, -22
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ca\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ca\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -31
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ckb\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\ckb\formats.py", "Python", -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -2, -22
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\cs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\cs\formats.py", "Python", -33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -2, -44
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\cy\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\cy\formats.py", "Python", -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -34
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\da\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\da\formats.py", "Python", -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -27
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\de\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\de\formats.py", "Python", -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -2, -30
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\de_CH\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\de_CH\formats.py", "Python", -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -3, -36
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\el\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\el\formats.py", "Python", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -35
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en\formats.py", "Python", -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -4, -66
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_AU\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_AU\formats.py", "Python", -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -2, -42
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_CA\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_CA\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -3, -32
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_GB\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_GB\formats.py", "Python", -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -2, -42
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_IE\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\en_IE\formats.py", "Python", -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -38
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\eo\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\eo\formats.py", "Python", -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -45
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -31
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_AR\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_AR\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -31
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_CO\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_CO\formats.py", "Python", -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -1, -27
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_MX\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_MX\formats.py", "Python", -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -1, -27
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_NI\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_NI\formats.py", "Python", -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -1, -27
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_PR\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\es_PR\formats.py", "Python", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -3, -28
"e:\A_Code\testGit\du-an-mau-k23-team\backend\env\Lib\site-packages\django\conf\locale\et\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
